geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000145736,5,10.46066667,"[14.96, 13.91, 13.25, 19.15, 12.77, 9.69, 10.79, 1.17, 23.54, 2.42, 3.79, 5.67, 23.38, 1.56, 0.86]",86.66666667,7.716,"[0.78, 0.71, 0.0, 25.8, 3.33, 5.6, 0.03, 0.0, 48.69, 0.4, 2.84, 0.8, 25.1, 1.65, 0.01]",80,38.32,GTF2H2,601748,GTF2H2,"General transcription factor IIH, polypeptide 2 (44kD subunit)",GTF2H2,2966,ENSG00000145736,2 copies,,",14.96,13.91,13.25,19.15,12.77,9.69,10.79,1.17,2.42,3.79,5.67,1.56,0.86",",0.78,0.71,0,3.33,5.6,0.03,0,0.4,2.84,0.8,1.65,0.01",,
ENSG00000147926,9,9.55,"[5.9, 13.86, 9.95, 8.49]",100,3.5475,"[0.11, 2.96, 1.79, 9.33]",100,52.87,SPATA31A3,,,,,,,,,",5.9,13.86,9.95,8.49",",0.11,2.96,1.79,9.33",,
ENSG00000147996,9,14.26923077,"[11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.62, 31.97, 13.93, 21.6]",84.61538462,6.203846154,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 34.36, 1.71, 44.5]",84.61538462,36.05,CBWD5,,,,,,,,,",11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.62,13.93",",0,0,0,0,0,0,0,0,0,0.08,1.71",,
ENSG00000148483,10,11.42,"[22.0, 19.74, 3.13, 0.81]",75,12.655,"[0.06, 48.79, 1.25, 0.52]",75,40.77,TMEM236,,,,,,,,,",19.74,3.13,0.81",",0.06,1.25,0.52",,
ENSG00000150165,10,11.81333333,"[20.92, 14.28, 14.27, 14.27, 14.27, 14.27, 14.27, 14.27, 14.27, 1.74, 2.65, 2.28]",91.66666667,4.263333333,"[50.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.97, 0.0]",91.66666667,54.07,ANXA8L1,,,,,,,,,",14.28,14.27,14.27,14.27,14.27,14.27,14.27,14.27,1.74,2.65,2.28",",0,0,0,0,0,0,0,0,0,0.97,0",,
ENSG00000150281,16,27.78,"[30.84, 29.83, 22.67]",0,26.63666667,"[7.5, 67.42, 4.99]",66.66666667,53.74,CTF1,600435,"CTF1, CT1",Cardiotrophin 1,CTF1,1489,ENSG00000150281,,,,",7.5,4.99",,
ENSG00000150907,13,29.505,"[33.96, 25.05]",0,45.875,"[83.45, 8.3]",50,41.99,FOXO1,136533,"FOXO1A, FKHR",Forkhead box O1A (forkhead in rhabdomyosarcoma),FOXO1,2308,ENSG00000150907,chimeric with PAX3 in t(2;13); fuses with PAX3,"Rhabdomyosarcoma, alveolar, 268220 (3), Autosomal recessive",,",8.3",,
ENSG00000151838,14,32.8785,"[33.41, 32.85, 31.37, 34.66, 33.07, 32.98, 34.46, 33.26, 33.79, 24.76, 33.23, 33.25, 34.11, 32.66, 32.67, 34.51, 33.94, 32.82, 33.49, 32.28]",0,21.8895,"[18.79, 36.39, 28.66, 27.06, 16.2, 15.7, 17.94, 26.0, 23.43, 28.53, 13.88, 28.62, 13.0, 27.99, 12.88, 38.4, 18.28, 16.41, 19.61, 10.02]",55,39.18,CCDC175,,,,,,,,,,",18.79,16.2,15.7,17.94,13.88,13,12.88,18.28,16.41,19.61,10.02",,
ENSG00000152042,1,3.05047619,"[7.03, 7.03, 5.02, 2.9, 2.35, 2.35, 1.97, 1.15, 0.76, 0.77, 0.9, 0.38, 0.38, 0.38, 0.38, 0.38, 0.75, 1.26, 14.68, 11.18, 2.06]",100,1.308571429,"[0.0, 0.0, 1.44, 2.0, 0.0, 0.0, 1.78, 0.84, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.02, 0.56, 0.0, 4.05, 16.54, 0.0]",100,45.45,NBPF11,,,,,,,,,",7.03,7.03,5.02,2.9,2.35,2.35,1.97,1.15,0.76,0.77,0.9,0.38,0.38,0.38,0.38,0.38,0.75,1.26,14.68,11.18,2.06",",0,0,1.44,2,0,0,1.78,0.84,0,0,0.25,0,0,0,0,0.02,0.56,0,4.05,16.54,0",,
ENSG00000152093,2,3.668333333,"[4.68, 4.06, 4.09, 3.18, 3.07, 2.93]",100,0.2,"[0.01, 0.39, 0.71, 0.0, 0.04, 0.05]",100,53.14,CFC1B,,,,,,,,,",4.68,4.06,4.09,3.18,3.07,2.93",",0.01,0.39,0.71,0,0.04,0.05",,
ENSG00000152315,14,33.11,"[31.34, 34.88]",0,52.605,"[18.34, 86.87]",50,43.94,KCNK13,607367,"KCNK13, THIK1","Potassium channel, subfamily K, member 13",KCNK13,56659,ENSG00000152315,,,,",18.34",,
ENSG00000152726,10,5.107586207,"[0.49, 1.09, 1.81, 6.77, 2.19, 6.64, 4.35, 2.2, 6.87, 9.8, 8.2, 7.98, 12.58, 5.49, 7.38, 7.51, 6.68, 3.28, 8.26, 4.69, 2.65, 2.31, 0.63, 6.08, 2.71, 3.45, 5.23, 3.88, 6.92]",100,9.843448276,"[0.06, 0.87, 0.25, 0.49, 0.02, 5.11, 0.31, 0.42, 6.89, 35.21, 19.3, 6.9, 18.48, 1.35, 35.52, 19.07, 21.7, 0.43, 38.19, 6.23, 0.29, 0.64, 0.38, 14.2, 0.27, 11.37, 13.38, 7.06, 21.07]",82.75862069,42.3,FAM21B,,,,,,,,,",0.49,1.09,1.81,6.77,2.19,6.64,4.35,2.2,6.87,9.8,8.2,7.98,12.58,5.49,7.38,7.51,6.68,3.28,8.26,4.69,2.65,2.31,0.63,6.08,2.71,3.45,5.23,3.88,6.92",",0.06,0.87,0.25,0.49,0.02,5.11,0.31,0.42,6.89,19.3,6.9,18.48,1.35,19.07,0.43,6.23,0.29,0.64,0.38,14.2,0.27,11.37,13.38,7.06",,
ENSG00000153165,2,20.2426087,"[26.94, 29.46, 28.29, 26.34, 17.12, 14.29, 20.45, 28.31, 20.9, 5.36, 16.04, 29.25, 25.06, 11.03, 3.31, 19.37, 5.85, 11.76, 7.88, 37.26, 19.49, 29.93, 31.89]",47.82608696,34.88,"[50.1, 85.38, 78.79, 60.97, 71.75, 3.99, 57.11, 66.83, 54.65, 1.54, 1.43, 69.77, 14.48, 3.58, 3.25, 26.28, 2.54, 2.45, 2.28, 69.02, 4.2, 19.66, 52.19]",47.82608696,40.2,RGPD3,612706,"RGPD3, RGP3",RANBP2-like and GRIP domain-containing protein 3,RGPD3,653489,ENSG00000153165,,,",17.12,14.29,5.36,16.04,11.03,3.31,19.37,5.85,11.76,7.88,19.49",",3.99,1.54,1.43,14.48,3.58,3.25,2.54,2.45,2.28,4.2,19.66",,
ENSG00000153666,15,20.60842105,"[18.92, 9.45, 15.26, 23.9, 17.58, 12.63, 19.93, 25.47, 28.2, 32.32, 20.07, 25.7, 29.2, 30.83, 12.8, 15.93, 14.54, 15.35, 23.48]",52.63157895,32.07842105,"[17.64, 2.1, 14.65, 35.58, 25.34, 16.59, 19.47, 36.21, 41.63, 90.01, 21.4, 68.1, 70.86, 52.66, 5.89, 18.64, 21.61, 10.66, 40.45]",42.10526316,48.68,GOLGA8I,,,,,,,,,",18.92,9.45,15.26,17.58,12.63,19.93,12.8,15.93,14.54,15.35",",17.64,2.1,14.65,16.59,19.47,5.89,18.64,10.66",,
ENSG00000153684,15,7.503684211,"[6.45, 12.97, 5.12, 5.11, 5.11, 5.11, 5.11, 5.1, 9.64, 6.43, 5.7, 18.55, 4.57, 2.22, 32.37, 3.45, 3.23, 3.22, 3.11]",94.73684211,7.044210526,"[0.0, 0.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.89, 11.8, 4.4, 18.29, 5.35, 0.59, 67.54, 0.46, 0.09, 0.01, 0.01]",89.47368421,49.11,GOLGA8F,,,,,,,,,",6.45,12.97,5.12,5.11,5.11,5.11,5.11,5.1,9.64,6.43,5.7,18.55,4.57,2.22,3.45,3.23,3.22,3.11",",0,0.41,0,0,0,0,0,0,11.8,4.4,18.29,5.35,0.59,0.46,0.09,0.01,0.01",,
ENSG00000154016,17,21.37,"[33.8, 35.2, 4.65, 10.06, 23.14]",40,17.104,"[21.18, 55.41, 0.0, 8.9, 0.03]",60,56.69,GRAP,,,,,,,,,",4.65,10.06",",0,8.9,0.03",,
ENSG00000154035,17,26.24,"[32.13, 33.94, 19.72, 19.17]",50,24.8425,"[58.43, 40.0, 0.68, 0.26]",50,58.51,C17orf103,,,,,,,,,",19.72,19.17",",0.68,0.26",,
ENSG00000154146,11,31.365,"[30.68, 32.05]",0,18.245,"[9.42, 27.07]",50,53.29,NRGN,602350,NRGN,Neurogranin,NRGN,4900,ENSG00000154146,,,,",9.42",,
ENSG00000154529,9,18.63583333,"[19.67, 12.42, 17.41, 6.02, 29.57, 35.62, 19.52, 24.42, 13.87, 15.09, 40.73, 48.45, 39.36, 8.29, 22.25, 1.02, 10.96, 13.73, 7.27, 5.09, 4.02, 15.59, 15.19, 21.7]",66.66666667,18.86833333,"[16.68, 19.93, 25.74, 2.24, 37.31, 62.05, 42.8, 33.4, 36.5, 6.56, 20.64, 23.5, 24.34, 8.39, 41.18, 0.33, 6.8, 0.83, 0.33, 0.95, 0.06, 0.43, 41.32, 0.53]",54.16666667,38.25,CNTNAP3B,,,,,,,,,",19.67,12.42,17.41,6.02,19.52,13.87,15.09,8.29,1.02,10.96,13.73,7.27,5.09,4.02,15.59,15.19",",16.68,19.93,2.24,6.56,8.39,0.33,6.8,0.83,0.33,0.95,0.06,0.43,0.53",,
ENSG00000154537,9,5.465,"[9.27, 1.66]",100,1.615,"[1.51, 1.72]",100,59.23,FAM27C,,,,,,,,,",9.27,1.66",",1.51,1.72",,
ENSG00000155026,7,12.73789474,"[24.13, 36.11, 8.69, 1.23, 12.2, 5.24, 29.29, 29.98, 19.38, 2.06, 1.3, 2.98, 1.21, 11.58, 15.99, 5.39, 18.81, 4.75, 11.7]",78.94736842,20.71368421,"[53.94, 95.5, 2.7, 0.37, 12.86, 4.18, 42.27, 41.35, 10.12, 0.68, 0.06, 0.66, 0.38, 11.41, 42.21, 11.43, 9.98, 8.87, 44.59]",68.42105263,48.15,RSPH10B,,,,,,,,,",8.69,1.23,12.2,5.24,19.38,2.06,1.3,2.98,1.21,11.58,15.99,5.39,18.81,4.75,11.7",",2.7,0.37,12.86,4.18,10.12,0.68,0.06,0.66,0.38,11.41,11.43,9.98,8.87",,
ENSG00000155130,6,27.645,"[33.32, 21.97]",0,28.765,"[42.71, 14.82]",50,48.44,MARCKS,,,,,,,,,,",14.82",,
ENSG00000155282,9,8.3675,"[3.55, 18.41, 8.75, 2.76]",100,1.575,"[0.01, 4.8, 1.47, 0.02]",100,35.69,RP11-195B21.3,,,,,,,,,",3.55,18.41,8.75,2.76",",0.01,4.8,1.47,0.02",,
ENSG00000156381,14,25.36,[25.36],0,12.02,[12.02],100,69.37,ANKRD9,,,,,,,,,,",12.02",,
ENSG00000156966,2,29.47,"[24.42, 34.52]",0,33.73,"[0.33, 67.13]",50,63.2,B3GNT7,615313,B3GNT7,"Beta-1,3-N-acetylglucosaminyltransferase 7",B3GNT7,93010,ENSG00000156966,,,,",0.33",,
ENSG00000157322,16,11.97583333,"[32.32, 9.41, 29.0, 4.9, 0.85, 0.83, 0.83, 0.83, 0.83, 0.83, 36.03, 27.05]",66.66666667,15.89833333,"[32.97, 1.67, 71.56, 2.05, 0.04, 0.0, 0.0, 0.0, 0.0, 0.12, 57.37, 25.0]",66.66666667,57.12,CLEC18A,616571,CLEC18A,"C-type lecting domain family 18, member A",CLEC18A,348174,ENSG00000157322,,,",9.41,4.9,0.85,0.83,0.83,0.83,0.83,0.83",",1.67,2.05,0.04,0,0,0,0,0.12",,
ENSG00000157335,16,12.89416667,"[16.97, 12.3, 27.09, 8.03, 7.3, 7.3, 7.3, 7.3, 7.3, 7.3, 28.8, 17.74]",83.33333333,17.15083333,"[20.72, 26.4, 56.84, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 84.62, 17.17]",66.66666667,57.16,CLEC18C,616573,CLEC18C,"C-type lectin domain family 18, member C",CLEC18C,283971,ENSG00000157335,,,",16.97,12.3,8.03,7.3,7.3,7.3,7.3,7.3,7.3,17.74",",0.01,0,0,0,0,0,0.05,17.17",,
ENSG00000157358,1,0.636666667,"[0.19, 1.72, 0.0]",100,0.526666667,"[0.09, 1.49, 0.0]",100,48.13,PRAMEF15,,,,,,,,,",0.19,1.72,0",",0.09,1.49,0",,
ENSG00000157833,2,30.40833333,"[22.98, 33.62, 34.05, 26.6, 31.41, 33.79]",0,21.09666667,"[6.31, 20.63, 44.63, 17.72, 22.51, 14.78]",50,58.42,GAREML,617999,GAREM2,"GRB2-associated regulator of MAPK1, subtype 2",GAREM2,150946,ENSG00000157833,,,,",6.31,17.72,14.78",,
ENSG00000158050,2,30.8825,"[34.43, 34.27, 30.15, 24.68]",0,45.4375,"[67.58, 85.84, 19.5, 8.83]",50,63.6,DUSP2,603068,"DUSP2, PAC1",Dual-specificity phosphatase-2,DUSP2,1844,ENSG00000158050,,,,",19.5,8.83",,
ENSG00000158517,7,18.34272727,"[17.69, 27.44, 20.58, 30.2, 4.34, 25.98, 23.03, 14.67, 3.34, 26.65, 7.85]",45.45454545,34.37818182,"[0.02, 78.72, 24.96, 73.39, 11.07, 60.78, 77.61, 7.08, 1.58, 41.1, 1.85]",45.45454545,54.22,NCF1,608512,NCF1,"Neutrophil cytosolic factor-1, 47kD",NCF1,653361,ENSG00000158517,,"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3), Autosomal recessive",",17.69,4.34,14.67,3.34,7.85",",0.02,11.07,7.08,1.58,1.85",,
ENSG00000158792,16,33.17,"[34.25, 32.09]",0,31.6,"[44.41, 18.79]",50,62.58,SPATA2L,,,,,,,,,,",18.79",,
ENSG00000159289,15,20.86444444,"[42.69, 16.5, 13.89, 29.83, 50.27, 67.73, 9.45, 9.24, 2.17, 20.51, 50.41, 6.55, 5.09, 5.09, 8.58, 2.6, 24.55, 10.41]",61.11111111,24.30166667,"[63.94, 13.55, 14.63, 16.29, 77.51, 92.57, 0.02, 5.35, 6.67, 22.44, 87.13, 2.46, 0.86, 1.14, 1.43, 0.23, 31.21, 0.0]",66.66666667,52.21,GOLGA6A,610288,"GOLGA6, GLP","Golgi autoantigen, golgin subfamily A, 6",GOLGA6A,342096,ENSG00000159289,,,",16.5,13.89,9.45,9.24,2.17,6.55,5.09,5.09,8.58,2.6,10.41",",13.55,14.63,16.29,0.02,5.35,6.67,2.46,0.86,1.14,1.43,0.23,0",,
ENSG00000160951,19,30.155,"[32.67, 27.64]",0,25.63,"[35.61, 15.65]",50,67.97,PTGER1,176802,PTGER1,"Prostaglandin E receptor 1, EP1 subtype, 42kD",PTGER1,5731,ENSG00000160951,,,,",15.65",,
ENSG00000161103,22,15.42,[15.42],100,17.48,[17.48],100,55.41,AC008132.13,,,,,,,,,",15.42",",17.48",,
ENSG00000161583,17,3.69,"[18.36, 0.84, 0.84, 0.84, 0.84, 0.53, 0.13, 22.67, 1.81, 0.28, 0.27, 0.28, 0.28]",92.30769231,1.579230769,"[15.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.03, 0.14, 0.0, 0.0, 0.0, 0.0]",100,50.07,TBC1D3G,,,,,,,,,",18.36,0.84,0.84,0.84,0.84,0.53,0.13,1.81,0.28,0.27,0.28,0.28",",15.36,0,0,0,0,0,0,5.03,0.14,0,0,0,0",,
ENSG00000161610,17,31.57,"[30.15, 32.99]",0,46.995,"[19.86, 74.13]",50,61.09,HCRT,602358,"HCRT, OX, NRCLP1",Hypocretin,HCRT,3060,ENSG00000161610,mutation identified in 1 NRCLP1 patient,"?Narcolepsy 1, 161400 (3), Autosomal dominant",,",19.86",,
ENSG00000162040,16,29.55,"[33.99, 25.11]",0,23.74,"[37.97, 9.51]",50,64.06,HS3ST6,,,,,,,,,,",9.51",,
ENSG00000162545,1,30.915,"[33.59, 28.24]",0,46.45,"[73.82, 19.08]",50,57.6,CAMK2N1,614986,CAMK2N1,Calcium/calmodulin-dependent protein kinase II inhibitor 1,CAMK2N1,55450,ENSG00000162545,,,,",19.08",,
ENSG00000162817,1,32.3,"[30.54, 34.06]",0,40.435,"[15.36, 65.51]",50,48.31,C1orf115,,,,,,,,,,",15.36",,
ENSG00000162825,1,5.026483516,"[36.78, 36.72, 36.72, 36.72, 36.72, 36.72, 36.32, 29.97, 7.68, 4.14, 4.89, 4.79, 4.8, 4.05, 4.05, 4.02, 3.79, 3.41, 3.74, 2.05, 1.78, 1.6, 1.48, 1.34, 1.34, 1.29, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.14, 0.89, 0.89, 0.93, 0.9, 0.83, 1.15, 1.12, 1.1, 1.1, 1.13, 0.59, 2.71, 1.6, 3.73, 2.84, 14.76, 1.04, 1.04, 2.26, 8.82, 0.78, 0.78, 0.78, 1.98, 1.64, 0.55, 0.55, 0.54, 0.55, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.66, 1.85, 1.83, 1.83, 1.83, 1.59, 2.58, 0.39, 0.39, 0.45, 0.86, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.35, 16.25, 2.35, 2.45, 2.31, 2.31]",91.20879121,1.35967033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48, 1.92, 0.4, 0.0, 0.0, 0.18, 0.0, 0.0, 0.01, 0.03, 2.15, 2.25, 0.0, 0.46, 2.4, 3.42, 0.02, 0.0, 0.0, 0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 1.24, 0.62, 0.0, 0.0, 0.0, 0.0, 2.07, 2.31, 0.3, 0.01, 0.02, 1.83, 3.79, 4.68, 0.0, 0.0, 7.77, 15.57, 0.01, 0.0, 0.0, 1.87, 0.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.1, 0.02, 0.0, 0.0, 0.0, 0.17, 1.38, 0.0, 0.0, 0.4, 0.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 62.31, 0.1, 0.0, 0.0, 0.0]",98.9010989,44.21,NBPF8,614007,NBPF20,"Neuroblastoma breakpoint family, member 20",NBPF20,100288142,ENSG00000162825,,,",7.68,4.14,4.89,4.79,4.8,4.05,4.05,4.02,3.79,3.41,3.74,2.05,1.78,1.6,1.48,1.34,1.34,1.29,1.13,1.13,1.13,1.13,1.13,1.13,1.14,0.89,0.89,0.93,0.9,0.83,1.15,1.12,1.1,1.1,1.13,0.59,2.71,1.6,3.73,2.84,14.76,1.04,1.04,2.26,8.82,0.78,0.78,0.78,1.98,1.64,0.55,0.55,0.54,0.55,0.54,0.54,0.54,0.54,0.53,0.53,0.66,1.85,1.83,1.83,1.83,1.59,2.58,0.39,0.39,0.45,0.86,0.25,0.25,0.25,0.25,0.25,0.25,0.35,16.25,2.35,2.45,2.31,2.31",",0,0,0,0,0,0,0,0.48,1.92,0.4,0,0,0.18,0,0,0.01,0.03,2.15,2.25,0,0.46,2.4,3.42,0.02,0,0,0.14,0,0,0,0,0,0,0,0.07,1.24,0.62,0,0,0,0,2.07,2.31,0.3,0.01,0.02,1.83,3.79,4.68,0,0,7.77,15.57,0.01,0,0,1.87,0.96,0,0,0,0,0,0,0,0,0,0.01,0.1,0.02,0,0,0,0.17,1.38,0,0,0.4,0.66,0,0,0,0,0,0,1.6,0.1,0,0,0",,
ENSG00000162888,1,34.61,"[35.22, 34.0]",0,25.77,"[39.45, 12.09]",50,52.91,C1orf147,,,,,,,,,,",12.09",,
ENSG00000163083,2,31.13,"[27.88, 34.38]",0,47.68,"[9.39, 85.97]",50,56.09,INHBB,147390,INHBB,"Inhibin, beta-2",INHBB,3625,ENSG00000163083,,,,",9.39",,
ENSG00000163273,2,33.75,"[33.64, 33.86]",0,26.195,"[46.88, 5.51]",50,55.98,NPPC,600296,NPPC,Natriuretic peptide precursor C,NPPC,4880,ENSG00000163273,,,,",5.51",,
ENSG00000163386,1,14.39119048,"[95.2, 30.1, 63.57, 60.19, 61.86, 53.33, 50.02, 21.8, 37.13, 69.75, 21.78, 41.99, 58.64, 1.75, 1.28, 1.88, 0.87, 0.93, 4.99, 0.53, 0.88, 3.05, 0.36, 0.34, 3.24, 1.28, 81.28, 2.38, 6.08, 17.35, 6.44, 3.08, 13.05, 1.6, 10.29, 21.32, 1.52, 0.75, 2.2, 1.53, 1.3, 1.3, 1.19, 1.17, 1.02, 1.08, 0.25, 0.25, 0.31, 1.03, 1.94, 1.16, 0.41, 0.4, 0.4, 0.9, 0.58, 1.11, 0.35, 12.97, 1.1, 2.32, 12.1, 19.94, 5.26, 29.36, 1.56, 18.86, 31.96, 3.22, 1.01, 9.19, 2.96, 7.73, 13.78, 4.06, 1.55, 1.86, 0.84, 25.25, 10.22, 24.94, 36.17, 58.89]",75,17.71380952,"[98.51, 59.74, 92.6, 94.24, 46.47, 82.33, 88.89, 45.3, 90.97, 89.1, 0.42, 42.18, 95.08, 1.39, 0.38, 0.82, 0.0, 0.0, 0.0, 0.15, 0.97, 4.04, 0.19, 0.01, 0.07, 1.43, 96.87, 5.14, 2.07, 39.99, 0.96, 7.63, 41.19, 2.1, 3.02, 13.6, 0.01, 0.01, 1.17, 1.64, 0.0, 0.0, 0.01, 0.0, 0.51, 0.99, 0.0, 0.0, 0.01, 0.01, 0.06, 0.17, 0.0, 0.0, 0.03, 0.05, 0.08, 0.19, 0.0, 0.0, 0.05, 0.03, 2.37, 1.51, 5.92, 20.26, 8.67, 16.65, 4.26, 1.02, 0.08, 16.6, 1.06, 1.78, 1.11, 2.67, 0.17, 0.25, 0.42, 52.25, 13.12, 25.95, 59.46, 99.51]",76.19047619,43.94,NBPF10,,,,,,,,,",1.75,1.28,1.88,0.87,0.93,4.99,0.53,0.88,3.05,0.36,0.34,3.24,1.28,2.38,6.08,17.35,6.44,3.08,13.05,1.6,10.29,1.52,0.75,2.2,1.53,1.3,1.3,1.19,1.17,1.02,1.08,0.25,0.25,0.31,1.03,1.94,1.16,0.41,0.4,0.4,0.9,0.58,1.11,0.35,12.97,1.1,2.32,12.1,19.94,5.26,1.56,18.86,3.22,1.01,9.19,2.96,7.73,13.78,4.06,1.55,1.86,0.84,10.22",",0.42,1.39,0.38,0.82,0,0,0,0.15,0.97,4.04,0.19,0.01,0.07,1.43,5.14,2.07,0.96,7.63,2.1,3.02,13.6,0.01,0.01,1.17,1.64,0,0,0.01,0,0.51,0.99,0,0,0.01,0.01,0.06,0.17,0,0,0.03,0.05,0.08,0.19,0,0,0.05,0.03,2.37,1.51,5.92,8.67,16.65,4.26,1.02,0.08,16.6,1.06,1.78,1.11,2.67,0.17,0.25,0.42,13.12",,
ENSG00000164379,6,23.51,[23.51],0,17.28,[17.28],100,62.17,FOXQ1,612788,"FOXQ1, HFH1",Forkhead box Q1,FOXQ1,94234,ENSG00000164379,,,,",17.28",,
ENSG00000164778,7,31.985,"[29.82, 34.15]",0,40.77,"[9.66, 71.88]",50,55.72,EN2,131310,EN2,Engrailed-2,EN2,2020,ENSG00000164778,,,,",9.66",,
ENSG00000164853,7,27.38666667,"[26.33, 34.05, 21.78]",0,27.87,"[9.18, 57.83, 16.6]",66.66666667,67.23,UNCX,,,,,,,,,,",9.18,16.6",,
ENSG00000165390,10,3.353333333,"[1.91, 12.38, 3.1, 2.49, 2.49, 2.49, 2.49, 2.48, 2.48, 2.48, 2.44, 3.01]",100,0.015,"[0.0, 0.0, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0]",100,52.94,ANXA8,,,,,,,,,",1.91,12.38,3.1,2.49,2.49,2.49,2.49,2.48,2.48,2.48,2.44,3.01",",0,0,0.17,0,0,0,0,0,0,0,0.01,0",,
ENSG00000165462,11,29.53,"[27.94, 30.7, 29.95]",0,28.26666667,"[12.85, 66.51, 5.44]",66.66666667,61.28,PHOX2A,602753,"PHOX2A, ARIX, CFEOM2",Paired-like (astraless) homeobox 2a,PHOX2A,401,ENSG00000165462,,"Fibrosis of extraocular muscles, congenital, 2, 602078 (3), Autosomal recessive",,",12.85,5.44",,
ENSG00000165644,10,33.06714286,"[33.34, 30.94, 34.75, 33.26, 35.01, 34.49, 29.68]",0,25.79428571,"[71.78, 28.63, 19.09, 4.3, 18.3, 27.48, 10.98]",57.14285714,70.61,COMTD1,,,,,,,,,,",19.09,4.3,18.3,10.98",,
ENSG00000166351,21,9.109090909,"[12.87, 10.2, 9.84, 7.11, 16.02, 4.06, 7.87, 4.22, 7.33, 9.06, 11.62]",100,5.657272727,"[26.98, 0.02, 0.05, 0.29, 0.79, 0.22, 0.5, 0.65, 1.09, 10.52, 21.12]",81.81818182,36.49,POTED,607549,"POTED, ANKRD21, POTE","POTE ankyrin domain family, member D",POTED,317754,ENSG00000166351,,,",12.87,10.2,9.84,7.11,16.02,4.06,7.87,4.22,7.33,9.06,11.62",",0.02,0.05,0.29,0.79,0.22,0.5,0.65,1.09,10.52",,
ENSG00000166823,15,33.495,"[34.85, 32.14]",0,45.12,"[83.25, 6.99]",50,60.98,MESP1,608689,MESP1,Mesoderm posterior bHLH transcription factor 1,MESP1,55897,ENSG00000166823,,,,",6.99",,
ENSG00000167046,20,33.465,"[33.72, 33.21]",0,16.6,"[7.11, 26.09]",50,65.12,RP11-93B14.6,,,,,,,,,,",7.11",,
ENSG00000167195,15,14.73277778,"[8.54, 18.54, 14.4, 8.49, 13.68, 13.22, 27.14, 23.25, 28.65, 10.07, 6.44, 0.06, 0.17, 10.22, 18.87, 9.6, 16.58, 37.27]",77.77777778,14.92944444,"[9.81, 13.26, 0.04, 0.18, 5.36, 1.44, 18.58, 41.38, 29.18, 6.9, 10.79, 0.07, 0.16, 11.97, 13.09, 12.31, 15.23, 78.98]",83.33333333,53.39,GOLGA6C,,,,,,,,,",8.54,18.54,14.4,8.49,13.68,13.22,10.07,6.44,0.06,0.17,10.22,18.87,9.6,16.58",",9.81,13.26,0.04,0.18,5.36,1.44,18.58,6.9,10.79,0.07,0.16,11.97,13.09,12.31,15.23",,
ENSG00000167617,19,24.09,[24.09],0,7.43,[7.43],100,54,CDC42EP5,609171,"CDC42EP5, CEP5, BORG3",CDC42 effector protein 5,CDC42EP5,148170,ENSG00000167617,,,,",7.43",,
ENSG00000167685,19,32.22666667,"[32.33, 33.21, 31.14]",0,23.38,"[11.27, 42.94, 15.93]",66.66666667,54.02,ZNF444,607874,"ZNF444, EZF2",Zinc finger protein 444,ZNF444,55311,ENSG00000167685,,,,",11.27,15.93",,
ENSG00000168061,11,33.335,"[32.43, 34.24]",0,48.35,"[11.88, 84.82]",50,58.58,SAC3D1,,,,,,,,,,",11.88",,
ENSG00000168255,7,30.1225,"[17.87, 8.12, 48.15, 46.35]",50,27.72,"[0.54, 0.16, 25.52, 84.66]",50,51.79,POLR2J3,,,,,,,,,",17.87,8.12",",0.54,0.16",,
